name1^transactiondate^transactiontypeid^transactiontypeno^transactionterms^particulars^amount
AIR CONDITIONER NO. 1^1977-05-05 00:00:00.0^AssetAddHist^AIRCON1-1977^0^Addition at Year 1977^730
ELECTRICAL CALCULATOR^1977-05-05 00:00:00.0^AssetAddHist^ELECAL-1977^0^Addition at Year 1977^409
EQUIPMENT^1979-05-05 00:00:00.0^AssetAddHist^EQU-1979^0^Addition at Year 1979^340
FEED MIXER NO. 1^1979-05-05 00:00:00.0^AssetAddHist^FEEDMIX1-1979^0^Addition at Year 1979^5,621
ELECTRICAL MOTOR EQUIPMENT^1980-05-05 00:00:00.0^AssetAddHist^ELEMOT-1980^0^Addition at Year 1980^2,450
EQUIPMENT^1980-05-05 00:00:00.0^AssetAddHist^EQU-1980^0^Addition at Year 1980^1,586
FEED MIXER NO. 1^1980-05-05 00:00:00.0^AssetAddHist^FEEDMIX1-1980^0^Addition at Year 1980^3,915
GRINDING MACHINE NO. 1^1980-05-05 00:00:00.0^AssetAddHist^GRINDMAC1-1980^0^Addition at Year 1980^6,615
OFFICE FURNITURE^1980-05-05 00:00:00.0^AssetAddHist^OFFFUR-1980^0^Addition at Year 1980^77
SEWING MACHINE^1980-05-05 00:00:00.0^AssetAddHist^SEWMAC-1980^0^Addition at Year 1980^1,970
EQUIPMENT^1981-05-05 00:00:00.0^AssetAddHist^EQU-1981^0^Addition at Year 1981^480
OFFICE FURNITURE^1981-05-05 00:00:00.0^AssetAddHist^OFFFUR-1981^0^Addition at Year 1981^35
SIEVING MACHINE NO. 1^1981-05-05 00:00:00.0^AssetAddHist^SIEMAC1-1981^0^Addition at Year 1981^2,829.99
EQUIPMENT^1982-05-05 00:00:00.0^AssetAddHist^EQU-1982^0^Addition at Year 1982^24,663
SIEVING MACHINE NO. 2^1982-05-05 00:00:00.0^AssetAddHist^SIEMAC2-1982^0^Addition at Year 1982^15,750
BULK FEED STORAGE&LOADOUT SYS^1983-05-05 00:00:00.0^AssetAddHist^BFSALOS-1983^0^Addition at Year 1983^20,854.39
ELECTRICAL MOTOR EQUIPMENT^1983-05-05 00:00:00.0^AssetAddHist^ELEMOT-1983^0^Addition at Year 1983^282
EQUIPMENT^1983-05-05 00:00:00.0^AssetAddHist^EQU-1983^0^Addition at Year 1983^1,435.5
FEED TANK^1983-05-05 00:00:00.0^AssetAddHist^FEEDTANK-1983^0^Addition at Year 1983^9,623.02
SIEVING MACHINE NO. 3^1983-05-05 00:00:00.0^AssetAddHist^SIEMAC3-1983^0^Addition at Year 1983^11,280
ELECTRICAL MOTOR EQUIPMENT^1984-05-05 00:00:00.0^AssetAddHist^ELEMOT-1984^0^Addition at Year 1984^437.5
FEED MIXER NO. 1^1984-05-05 00:00:00.0^AssetAddHist^FEEDMIX1-1984^0^Addition at Year 1984^5,170
SEWING MACHINE^1984-05-05 00:00:00.0^AssetAddHist^SEWMAC-1984^0^Addition at Year 1984^1,232.2
SEWING MACHINE^1985-05-05 00:00:00.0^AssetAddHist^SEWMAC-1985^0^Addition at Year 1985^1,030
FACTORY BUILDING^1987-05-05 00:00:00.0^AssetAddHist^FACBUI-1987^0^Addition at Year 1987^104,486.1
OFFICE FURNITURE^1990-05-05 00:00:00.0^AssetAddHist^OFFFUR-1990^0^Addition at Year 1990^72
FARMING EQUIPMENT^1992-05-05 00:00:00.0^AssetAddHist^FARMEQ-1992^0^Addition at Year 1992^2,450
FEED TANK NO. 2^1992-05-05 00:00:00.0^AssetAddHist^FEEDTANK2-1992^0^Addition at Year 1992^19,000
GRINDING MACHINE NO. 2^1992-05-05 00:00:00.0^AssetAddHist^GRINDMAC2-1992^0^Addition at Year 1992^7,200
LORRY ACB 1938^1992-05-05 00:00:00.0^AssetAddHist^LORACB1938-1992^0^Addition at Year 1992^36,981.12
PIGSTY^1992-05-05 00:00:00.0^AssetAddHist^PIGSTY-1992^0^Addition at Year 1992^18,578.67
WATER SUPPLY EQUIPMENT^1992-05-05 00:00:00.0^AssetAddHist^WATSUPEQ-1992^0^Addition at Year 1992^933.95
AIR CONDITIONER NO. 2^1993-05-05 00:00:00.0^AssetAddHist^AIRCON2-1993^0^Addition at Year 1993^2,000
AIR CONDITIONER NO. 3^1993-05-05 00:00:00.0^AssetAddHist^AIRCON3-1993^0^Addition at Year 1993^3,300
AUTOMATIC EGG COLLECTION MACHINE^1993-05-05 00:00:00.0^AssetAddHist^EGGCOLL-1993^0^Addition at Year 1993^66,501
ELECTRIC FAN^1993-05-05 00:00:00.0^AssetAddHist^ELEFAN-1993^0^Addition at Year 1993^395
WELDING MACHINE^1993-05-05 00:00:00.0^AssetAddHist^WELMAC-1993^0^Addition at Year 1993^8,305.45
ELECTRICAL MOTOR EQUIPMENT^1993-05-05 00:00:00.0^AssetAddHist^ELEMOT-1993^0^Addition at Year 1993^5,267.5
ELECTRONIC WEIGHBRIDGE^1993-05-05 00:00:00.0^AssetAddHist^ELEWB-1993^0^Addition at Year 1993^47,000
FARMING EQUIPMENT^1993-05-05 00:00:00.0^AssetAddHist^FARMEQ-1993^0^Addition at Year 1993^125,884.24
FEEDING SYSTEM EQUIPMENT^1993-05-05 00:00:00.0^AssetAddHist^FEEDEQ-1993^0^Addition at Year 1993^141,007.2
FEED MIXER NO. 2^1993-05-05 00:00:00.0^AssetAddHist^FEEDMIX2-1993^0^Addition at Year 1993^16,110.75
FEED TANK NO. 3^1993-05-05 00:00:00.0^AssetAddHist^FEEDTANK3-1993^0^Addition at Year 1993^38,713.55
FORKLIFT NO. 3 (WAH 3417)^1993-05-05 00:00:00.0^AssetAddHist^FORLIFT3-1993^0^Addition at Year 1993^18,000
FOWL CAGES^1993-05-05 00:00:00.0^AssetAddHist^FOWLCAGES-1993^0^Addition at Year 1993^119,976.1
OFFICE FURNITURE^1993-05-05 00:00:00.0^AssetAddHist^OFFFUR-1993^0^Addition at Year 1993^3,842.9
PEJERO ACK 3118^1993-05-05 00:00:00.0^AssetAddHist^PAJACK3118-1993^0^Addition at Year 1993^90,750.58
PIGSTY^1993-05-05 00:00:00.0^AssetAddHist^PIGSTY-1993^0^Addition at Year 1993^243,515.73
PLATFORM SCALE^1993-05-05 00:00:00.0^AssetAddHist^PLATSCL-1993^0^Addition at Year 1993^5,000
POULTRY HOUSES^1993-05-05 00:00:00.0^AssetAddHist^POUHOU-1993^0^Addition at Year 1993^545,801.55
SEWING MACHINE^1993-05-05 00:00:00.0^AssetAddHist^SEWMAC-1993^0^Addition at Year 1993^1,680
STORE AND OFFICE BUILDING^1993-05-05 00:00:00.0^AssetAddHist^STOOFFBUI-1993^0^Addition at Year 1993^45,414.89
WATER PUMP^1993-05-05 00:00:00.0^AssetAddHist^WATPUM-1993^0^Addition at Year 1993^1,721
WATER SUPPLY EQUIPMENT^1993-05-05 00:00:00.0^AssetAddHist^WATSUPEQ-1993^0^Addition at Year 1993^23,305.27
AUTOMATIC EGG COLLECTION MACHINE^1994-05-05 00:00:00.0^AssetAddHist^EGGCOLL-1994^0^Addition at Year 1994^2,700
ELECTRIC FAN^1994-05-05 00:00:00.0^AssetAddHist^ELEFAN-1994^0^Addition at Year 1994^700
ELECTRICAL INSTALLATION^1994-05-05 00:00:00.0^AssetAddHist^ELEINST-1994^0^Addition at Year 1994^180,804
FARMING EQUIPMENT^1994-05-05 00:00:00.0^AssetAddHist^FARMEQ-1994^0^Addition at Year 1994^38,445
FEEDING SYSTEM EQUIPMENT^1994-05-05 00:00:00.0^AssetAddHist^FEEDEQ-1994^0^Addition at Year 1994^22,197.45
FOWL CAGES^1994-05-05 00:00:00.0^AssetAddHist^FOWLCAGES-1994^0^Addition at Year 1994^74,358
OFFICE FURNITURE^1994-05-05 00:00:00.0^AssetAddHist^OFFFUR-1994^0^Addition at Year 1994^185
PIGSTY^1994-05-05 00:00:00.0^AssetAddHist^PIGSTY-1994^0^Addition at Year 1994^87,206.55
POULTRY HOUSES^1994-05-05 00:00:00.0^AssetAddHist^POUHOU-1994^0^Addition at Year 1994^202,693.06
STORE AND OFFICE BUILDING^1994-05-05 00:00:00.0^AssetAddHist^STOOFFBUI-1994^0^Addition at Year 1994^800
WATER PUMP^1994-05-05 00:00:00.0^AssetAddHist^WATPUM-1994^0^Addition at Year 1994^6,000
WATER SUPPLY EQUIPMENT^1994-05-05 00:00:00.0^AssetAddHist^WATSUPEQ-1994^0^Addition at Year 1994^23,885.8
ELECTRIC FAN^1995-05-05 00:00:00.0^AssetAddHist^ELEFAN-1995^0^Addition at Year 1995^160
ELECTRICAL INSTALLATION^1995-05-05 00:00:00.0^AssetAddHist^ELEINST-1995^0^Addition at Year 1995^30,643
FARMING EQUIPMENT^1995-05-05 00:00:00.0^AssetAddHist^FARMEQ-1995^0^Addition at Year 1995^37,096.3
FEEDING SYSTEM EQUIPMENT^1995-05-05 00:00:00.0^AssetAddHist^FEEDEQ-1995^0^Addition at Year 1995^101,058.1
FOWL CAGES^1995-05-05 00:00:00.0^AssetAddHist^FOWLCAGES-1995^0^Addition at Year 1995^58,362.2
OFFICE FURNITURE^1995-05-05 00:00:00.0^AssetAddHist^OFFFUR-1995^0^Addition at Year 1995^2,120
PIGSTY^1995-05-05 00:00:00.0^AssetAddHist^PIGSTY-1995^0^Addition at Year 1995^38,732.75
POULTRY HOUSES^1995-05-05 00:00:00.0^AssetAddHist^POUHOU-1995^0^Addition at Year 1995^504,957.14
TALKMAN MD59MB TELEPHONE^1995-05-05 00:00:00.0^AssetAddHist^TALTEL-1995^0^Addition at Year 1995^1,650
WATER PUMP^1995-05-05 00:00:00.0^AssetAddHist^WATPUM-1995^0^Addition at Year 1995^4,540
WATER SUPPLY EQUIPMENT^1995-05-05 00:00:00.0^AssetAddHist^WATSUPEQ-1995^0^Addition at Year 1995^49,310.9
ELECTRICAL INSTALLATION^1996-05-05 00:00:00.0^AssetAddHist^ELEINST-1996^0^Addition at Year 1996^31,564
FARMING EQUIPMENT^1996-05-05 00:00:00.0^AssetAddHist^FARMEQ-1996^0^Addition at Year 1996^71,099.5
FEEDING SYSTEM EQUIPMENT^1996-05-05 00:00:00.0^AssetAddHist^FEEDEQ-1996^0^Addition at Year 1996^40,899
FOWL CAGES^1996-05-05 00:00:00.0^AssetAddHist^FOWLCAGES-1996^0^Addition at Year 1996^112,964
SUZUKI JEEP AAX 5002^1996-05-05 00:00:00.0^AssetAddHist^JEEPAAX5002-1996^0^Addition at Year 1996^14,000
PIGSTY^1996-05-05 00:00:00.0^AssetAddHist^PIGSTY-1996^0^Addition at Year 1996^34,490.1
POULTRY HOUSES^1996-05-05 00:00:00.0^AssetAddHist^POUHOU-1996^0^Addition at Year 1996^387,568.56
STORE AND OFFICE BUILDING^1996-05-05 00:00:00.0^AssetAddHist^STOOFFBUI-1996^0^Addition at Year 1996^24,668.1
VACCUM CLEANER^1996-05-05 00:00:00.0^AssetAddHist^VACCLE-1996^0^Addition at Year 1996^2,100
WATER SUPPLY EQUIPMENT^1996-05-05 00:00:00.0^AssetAddHist^WATSUPEQ-1996^0^Addition at Year 1996^9,873.55
ELECTRICAL INSTALLATION^1997-05-05 00:00:00.0^AssetAddHist^ELEINST-1997^0^Addition at Year 1997^34,898
FARMING EQUIPMENT^1997-05-05 00:00:00.0^AssetAddHist^FARMEQ-1997^0^Addition at Year 1997^63,751.5
FEEDING SYSTEM EQUIPMENT^1997-05-05 00:00:00.0^AssetAddHist^FEEDEQ-1997^0^Addition at Year 1997^11,739.6
FOWL CAGES^1997-05-05 00:00:00.0^AssetAddHist^FOWLCAGES-1997^0^Addition at Year 1997^4,200
NIDEKA TIME RECORDER^1997-05-05 00:00:00.0^AssetAddHist^NIRTIMREC-1997^0^Addition at Year 1997^1,550
PIGSTY^1997-05-05 00:00:00.0^AssetAddHist^PIGSTY-1997^0^Addition at Year 1997^34,355.8
POULTRY HOUSES^1997-05-05 00:00:00.0^AssetAddHist^POUHOU-1997^0^Addition at Year 1997^358,970.61
TOYOTA FORKLIFT ADH 9522^1997-05-05 00:00:00.0^AssetAddHist^TOYFORLIFTADU9522-1997^0^Addition at Year 1997^69,060
WATER PUMP^1997-05-05 00:00:00.0^AssetAddHist^WATPUM-1997^0^Addition at Year 1997^1,405
WATER SUPPLY EQUIPMENT^1997-05-05 00:00:00.0^AssetAddHist^WATSUPEQ-1997^0^Addition at Year 1997^7,298.3
ELECTRIC FAN^1998-05-05 00:00:00.0^AssetAddHist^ELEFAN-1998^0^Addition at Year 1998^2,000
KUBUTA TRACTOR^1998-05-05 00:00:00.0^AssetAddHist^KUBTRA-1998^0^Addition at Year 1998^5,450
ELECTRICAL INSTALLATION^1998-05-05 00:00:00.0^AssetAddHist^ELEINST-1998^0^Addition at Year 1998^45,815.2
FARMING EQUIPMENT^1998-05-05 00:00:00.0^AssetAddHist^FARMEQ-1998^0^Addition at Year 1998^78,576
FEEDING SYSTEM EQUIPMENT^1998-05-05 00:00:00.0^AssetAddHist^FEEDEQ-1998^0^Addition at Year 1998^18,468.12
FOWL CAGES^1998-05-05 00:00:00.0^AssetAddHist^FOWLCAGES-1998^0^Addition at Year 1998^127,414.2
REFRIGERATOR^1998-05-05 00:00:00.0^AssetAddHist^FRIGE-1998^0^Addition at Year 1998^2,900
POULTRY HOUSES^1998-05-05 00:00:00.0^AssetAddHist^POUHOU-1998^0^Addition at Year 1998^385,878.66
WATER PUMP^1998-05-05 00:00:00.0^AssetAddHist^WATPUM-1998^0^Addition at Year 1998^2,400
AIR CONDITIONER NO. 4^1999-05-05 00:00:00.0^AssetAddHist^AIRCON4-1999^0^Addition at Year 1999^3,800
AIR CONDITIONER NO. 5^1999-05-05 00:00:00.0^AssetAddHist^AIRCON5-1999^0^Addition at Year 1999^3,100
ELECTRIC FAN^1999-05-05 00:00:00.0^AssetAddHist^ELEFAN-1999^0^Addition at Year 1999^1,680
FARMING EQUIPMENT^1999-05-05 00:00:00.0^AssetAddHist^FARMEQ-1999^0^Addition at Year 1999^6,418
ALCATEL HANDPHONE 012-5150277^1999-05-05 00:00:00.0^AssetAddHist^HANPHO1-1999^0^Addition at Year 1999^850
ALCATEL HANDPHONE 012-5150266^1999-05-05 00:00:00.0^AssetAddHist^HANPHO2-1999^0^Addition at Year 1999^850
LORRY ADW 7236^1999-05-05 00:00:00.0^AssetAddHist^LORADW7236-1999^0^Addition at Year 1999^56,000
POULTRY HOUSES^1999-05-05 00:00:00.0^AssetAddHist^POUHOU-1999^0^Addition at Year 1999^285,624.21
FOWL CAGES^1999-05-05 00:00:00.0^AssetAddHist^FOWLCAGES-1999^0^Addition at Year 1999^125,845.8
AIR CONDITIONER NO. 1^1999-12-31 00:00:00.0^CreditNote^CN-0000112^0^JUSTDEPRECIATION^-729
AIR CONDITIONER NO. 1^1999-12-31 00:00:00.0^CreditNote^CN-0000113^0^JUSTDEPRECIATION^0
AIR CONDITIONER NO. 2^1999-12-31 00:00:00.0^CreditNote^CN-0000114^0^JUSTDEPRECIATION^-1,400
AIR CONDITIONER NO. 3^1999-12-31 00:00:00.0^CreditNote^CN-0000115^0^JUSTDEPRECIATION^-2,310
AIR CONDITIONER NO. 4^1999-12-31 00:00:00.0^CreditNote^CN-0000116^0^JUSTDEPRECIATION^-380
AIR CONDITIONER NO. 5^1999-12-31 00:00:00.0^CreditNote^CN-0000117^0^JUSTDEPRECIATION^-310
ALCATEL HANDPHONE 012-5150266^1999-12-31 00:00:00.0^CreditNote^CN-0000118^0^JUSTDEPRECIATION^-85
ALCATEL HANDPHONE 012-5150277^1999-12-31 00:00:00.0^CreditNote^CN-0000119^0^JUSTDEPRECIATION^-85
AUTOMATIC EGG COLLECTION MACHINE^1999-12-31 00:00:00.0^CreditNote^CN-0000120^0^JUSTDEPRECIATION^-48,170
BULK FEED STORAGE&LOADOUT SYS^1999-12-31 00:00:00.0^CreditNote^CN-0000121^0^JUSTDEPRECIATION^-20,853.39
ELECTRIC FAN^1999-12-31 00:00:00.0^CreditNote^CN-0000125^0^JUSTDEPRECIATION^-1,348
ELECTRICAL CALCULATOR^1999-12-31 00:00:00.0^CreditNote^CN-0000126^0^JUSTDEPRECIATION^-408
ELECTRICAL INSTALLATION^1999-12-31 00:00:00.0^CreditNote^CN-0000127^0^JUSTDEPRECIATION^-156,061
ELECTRICAL MOTOR EQUIPMENT^1999-12-31 00:00:00.0^CreditNote^CN-0000128^0^JUSTDEPRECIATION^-54,740.9
ELECTRONIC WEIGHBRIDGE^1999-12-31 00:00:00.0^CreditNote^CN-0000129^0^JUSTDEPRECIATION^-32,900
EQUIPMENT^1999-12-31 00:00:00.0^CreditNote^CN-0000130^0^JUSTDEPRECIATION^-29,813.9
FACTORY BUILDING^1999-12-31 00:00:00.0^CreditNote^CN-0000131^0^JUSTDEPRECIATION^-48,535.6
FARMING EQUIPMENT^1999-12-31 00:00:00.0^CreditNote^CN-0000132^0^JUSTDEPRECIATION^-198,421
FEED MIXER NO. 1^1999-12-31 00:00:00.0^CreditNote^CN-0000133^0^JUSTDEPRECIATION^-17,477
FEED MIXER NO. 2^1999-12-31 00:00:00.0^CreditNote^CN-0000134^0^JUSTDEPRECIATION^-11,277
FEED TANK^1999-12-31 00:00:00.0^CreditNote^CN-0000135^0^JUSTDEPRECIATION^-9,622.02
FEED TANK NO. 2^1999-12-31 00:00:00.0^CreditNote^CN-0000136^0^JUSTDEPRECIATION^-15,200
FEEDING SYSTEM EQUIPMENT^1999-12-31 00:00:00.0^CreditNote^CN-0000137^0^JUSTDEPRECIATION^-184,070
FORKLIFT NO. 3 (WAH 3417)^1999-12-31 00:00:00.0^CreditNote^CN-0000138^0^JUSTDEPRECIATION^-17,999
FOWL CAGES^1999-12-31 00:00:00.0^CreditNote^CN-0000139^0^JUSTDEPRECIATION^-363,437.42
GRINDING MACHINE NO. 1^1999-12-31 00:00:00.0^CreditNote^CN-0000140^0^JUSTDEPRECIATION^-10,139
GRINDING MACHINE NO. 2^1999-12-31 00:00:00.0^CreditNote^CN-0000141^0^JUSTDEPRECIATION^-5,760
KUBUTA TRACTOR^1999-12-31 00:00:00.0^CreditNote^CN-0000142^0^JUSTDEPRECIATION^-2,180
LIFTING MACHINE^1999-12-31 00:00:00.0^CreditNote^CN-0000143^0^JUSTDEPRECIATION^-5,755
LORRY ACB 1938^1999-12-31 00:00:00.0^CreditNote^CN-0000144^0^JUSTDEPRECIATION^-36,980.12
LORRY ADW 7236^1999-12-31 00:00:00.0^CreditNote^CN-0000145^0^JUSTDEPRECIATION^-11,200
NIDEKA TIME RECORDER^1999-12-31 00:00:00.0^CreditNote^CN-0000148^0^JUSTDEPRECIATION^-465
OFFICE FURNITURE^1999-12-31 00:00:00.0^CreditNote^CN-0000149^0^JUSTDEPRECIATION^-2,607.92
PEJERO ACK 3118^1999-12-31 00:00:00.0^CreditNote^CN-0000150^0^JUSTDEPRECIATION^-90,749.58
PIGSTY^1999-12-31 00:00:00.0^CreditNote^CN-0000151^0^JUSTDEPRECIATION^-281,116
PLATFORM SCALE^1999-12-31 00:00:00.0^CreditNote^CN-0000152^0^JUSTDEPRECIATION^-3,500
POULTRY HOUSES^1999-12-31 00:00:00.0^CreditNote^CN-0000153^0^JUSTDEPRECIATION^-1,686,918.23
REFRIGERATOR^1999-12-31 00:00:00.0^CreditNote^CN-0000154^0^JUSTDEPRECIATION^-580
SEWING MACHINE^1999-12-31 00:00:00.0^CreditNote^CN-0000155^0^JUSTDEPRECIATION^-6,040.2
SIEVING MACHINE NO. 1^1999-12-31 00:00:00.0^CreditNote^CN-0000156^0^JUSTDEPRECIATION^-2,828.99
SIEVING MACHINE NO. 2^1999-12-31 00:00:00.0^CreditNote^CN-0000157^0^JUSTDEPRECIATION^-15,749
SIEVING MACHINE NO. 3^1999-12-31 00:00:00.0^CreditNote^CN-0000158^0^JUSTDEPRECIATION^-11,279
STORE AND OFFICE BUILDING^1999-12-31 00:00:00.0^CreditNote^CN-0000159^0^JUSTDEPRECIATION^-8,428.3
SUZUKI JEEP AAX 5002^1999-12-31 00:00:00.0^CreditNote^CN-0000160^0^JUSTDEPRECIATION^-11,200
TALKMAN MD59MB TELEPHONE^1999-12-31 00:00:00.0^CreditNote^CN-0000161^0^JUSTDEPRECIATION^-825
TOYOTA FORKLIFT ADH 9522^1999-12-31 00:00:00.0^CreditNote^CN-0000162^0^JUSTDEPRECIATION^-41,436
TOYOTA FORKLIFT NO. 1 (WAH 8123)^1999-12-31 00:00:00.0^CreditNote^CN-0000163^0^JUSTDEPRECIATION^-31,499
TOYOTA FORKLIFT NO. 2 (WAH 6783)^1999-12-31 00:00:00.0^CreditNote^CN-0000164^0^JUSTDEPRECIATION^-31,499
VACCUM CLEANER^1999-12-31 00:00:00.0^CreditNote^CN-0000165^0^JUSTDEPRECIATION^-840
WATER PUMP^1999-12-31 00:00:00.0^CreditNote^CN-0000166^0^JUSTDEPRECIATION^-7,977
WATER SUPPLY EQUIPMENT^1999-12-31 00:00:00.0^CreditNote^CN-0000167^0^JUSTDEPRECIATION^-61,439
WELDING MACHINE^1999-12-31 00:00:00.0^CreditNote^CN-0000168^0^JUSTDEPRECIATION^-5,815.14
FEED TANK NO. 3^1999-12-31 00:00:00.0^CreditNote^CN-0000169^0^JUSTDEPRECIATION^-27,099.64
PROFIT & LOSS ACCOUNT^2000-01-01 00:00:00.0^CreditNote^CN-0000038^0^BALBF^-3,378,601.79
PROVISION FOR TAXATION^2000-01-01 00:00:00.0^Journal^JS-0000122^0^BEING OPENING BALANCE NOT TALLY, 2000^-275,770.04
PROFIT & LOSS ACCOUNT^2000-01-01 00:00:00.0^Journal^JS-0000122^0^UNAPPRORIATED PROFIT - PROVISION FOR TACATION Y/A 2000 CYB^275,770.04
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-02 00:00:00.0^SalesInvoice^SI-0000513^0^^344.31
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-06 00:00:00.0^SalesInvoice^SI-0000514^0^^86.7
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-09 00:00:00.0^SalesInvoice^SI-0000512^0^^393.18
FOOK HENG FARMING^2000-10-11 00:00:00.0^PurchaseInvoice^PI-0000027^0^^-6,814.25
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-13 00:00:00.0^SalesInvoice^SI-0000511^0^^65.1
SALARY PAYABLE^2000-10-15 00:00:00.0^EmpCreditNote^EC-0000002^0^MABS JUSTDED^230
SALARY PAYABLE^2000-10-15 00:00:00.0^EmpCreditNote^EC-0000009^0^AABH JUSTDED^270
FOOK HENG FARMING^2000-10-16 00:00:00.0^PurchaseInvoice^PI-0000025^0^^-3,104
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-16 00:00:00.0^SalesInvoice^SI-0000510^0^^635.67
SENG HUAT AGRICULTURAL^2000-10-18 00:00:00.0^PurchaseInvoice^PI-0000061^0^^-15,080
LONG GAY POULTRY FARM^2000-10-18 00:00:00.0^DebitNote^DN-0000003^0^BALBF^0
AIR CONDITIONER NO. 6^2000-10-18 00:00:00.0^DebitNote^DN-0000141^0^BALBF^3,700
FOOK HENG FARMING^2000-10-20 00:00:00.0^PurchaseInvoice^PI-0000026^0^^-2,182.5
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-20 00:00:00.0^SalesInvoice^SI-0000509^0^^75.27
FORTUNE (TRONOH) BREEDING FARM SDN. BHD.^2000-10-22 00:00:00.0^PurchaseInvoice^PI-0000037^0^^-13,750
K-LEE EXPORTS-IMPORTS ENTERPRISES^2000-10-23 00:00:00.0^PurchaseInvoice^PI-0000223^0^^-2,000
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-23 00:00:00.0^SalesInvoice^SI-0000508^0^^605.73
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-27 00:00:00.0^SalesInvoice^SI-0000507^0^^78.03
CARSEM (FOOD STOP)^2000-10-30 00:00:00.0^Journal^JS-0000016^0^SALES AT 30 OCT 2000 65181^348
LIANG KEE FARMING SDN BHD^2000-10-30 00:00:00.0^DebitNote^DN-0000135^0^BALBF^4,084.96
NAM YONG HUAT LUEN SENG SDN BHD^2000-10-30 00:00:00.0^SalesInvoice^SI-0000506^0^^280.17
SALARY PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000001-2^0^CYL EMPEPF^110
SALARY PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000001-5^0^CYL EMPSOCSO^4.75
SALARY PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000002-2^0^MABS EMPEPF^71
SALARY PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000002-5^0^MABS EMPSOCSO^3.25
SOCSO PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000005-4^0^CAF@CAH EMPRSOCSO^-11.35
SALARY PAYABLE^2000-10-31 00:00:00.0^EmpDebitNote^PS-0000016-2^0^LSF OTSAL^-170.1
EPF PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000019-2^0^SAPS EMPEPF^-60
SALARY PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000019-2^0^SAPS EMPEPF^60
EPF PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000019-3^0^SAPS EMPREPF^-65
SOCSO PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000019-4^0^SAPS EMPRSOCSO^-9.65
SOCSO PAYABLE^2000-10-31 00:00:00.0^EmpCreditNote^PS-0000019-5^0^SAPS EMPSOCSO^-2.75
